id,package,review,link,topic
7cc35f66-afc9-11e6-9747-c4b301cdf627,com.eleybourn.bookcatalogue,Scanner crashed Everytime I try to scan an ISBN # the app crashes. But if i enter the ISBN manually  its fine. I downloaded this app strictly for the scanner feature! Who has time to enter hundreds of numbers manually!?,1,scan IBSN
7cc36f61-afc9-11e6-8bc0-c4b301cdf627,com.eleybourn.bookcatalogue,Great app. Unlike the Goodreads app you can look at your library without any sort of internet  which is great. Not only that but you can import your Goodreads library. This app saved me from having to redo my entire library. Bit of a issue with the scanner crashing every once and awhile but other then that i have no complaints. Would definitely recommend this app to all book readers and collectors.,1,scan IBSN
7cc39761-afc9-11e6-9f62-c4b301cdf627,com.eleybourn.bookcatalogue,Needs an update Love that this app will sort by genre  however hate it is not shareable with my family. Another complaint is that every time I try to scan the barcode/ISBN  the app crashes so I'm having to put our books in manually to get them sorted by genre.,1,scan IBSN
7cc3c16b-afc9-11e6-aca8-c4b301cdf627,com.eleybourn.bookcatalogue,Just what I wanted I have been looking for an app just like this and now I've found it. I now have my entire library in my hand No more accidentally buying double copies  I can even Mark the ones I've already read. One of the few apps on my phone that works just how it should happen has never crashed on me  there are no ads And not once has it asked me for money.,no,
7cc3c99e-afc9-11e6-bbba-c4b301cdf627,com.eleybourn.bookcatalogue,What a wonderfully designed app Content well organized and easy to use. I'v already scanned 350 books. I can think of nothing to improve this app. The only issue I've encountered is sometimes the app just closes down while I'm using it. When I reopen nothing is lost  so no big deal. I'm searching to see if this developer has an app for movies! Thank you for such a great app.,no,
7cc417dc-afc9-11e6-8ad7-c4b301cdf627,com.eleybourn.bookcatalogue,Crashes - fixed with new update Thanks for prompt response to the comments about the failed update. (Since update crashes all time. App is essential to use with cataloguing book collection and causing big problems for me),no,
7cc41868-afc9-11e6-b819-c4b301cdf627,com.eleybourn.bookcatalogue,Crashing Crashing upon opening app since update today. Will change rating when satisfactorily resolved. Samsung Note Pro and Samsung Note 3,no,
7cc418e8-afc9-11e6-887a-c4b301cdf627,com.eleybourn.bookcatalogue,Oh no it just crashed!!! Please fux asap!!! I love this app and have a lot of info stored :(,no,
7cc41975-afc9-11e6-a90f-c4b301cdf627,com.eleybourn.bookcatalogue,Updated and now crashes The app updated itself and now crashes-it won't open.,no,
7cc4432e-afc9-11e6-9b3f-c4b301cdf627,com.eleybourn.bookcatalogue,Works great  many features I've been using this app since 2012  and now have it on my M8 w/ Android 4.4.2. I only have about 1000 books  but it's perfect for my needs  fast  and has never hung or crashed on me.,no,
f091a28e-5093-11e7-8996-000c29dba5da,com.eleybourn.bookcatalogue,I have been looking for an app just like this and now I've found it. I now have my entire library in my hand No more accidentally buying double copies  I can even Mark the ones I've already read. One of the few apps on my phone that works just how it should happen has never crashed on me  there are no ads And not once has it asked me for money.,no,
